股票代號,股利發放年度,股利盈餘所屬期間,股東會日期,除息交易日,除息參考價,填息完成日,填息花費天數,現金股利發放日,除權交易日,除權參考價,填權完成日,填權花費天數,現金股利(盈餘),現金股利(公積),總現金股利,股票股利(盈餘),股票股利(公積),總股票股利,總股利合計
1785,2005,2004全年,'05/06/23,'05/07/28,37.1,'05/12/16,99,,'05/07/28,37.1,'05/12/16,99,0.5,0,0.5,1.5,0,1.5,2
1785,2004,2003全年,'04/06/24,,,,,,,,,,0,0,0,4.1,0.9,5,5
1786,2024,2023全年,,'24/07/24,112.0,'24/08/12,,'24/08/16,,,,,2.28,0.13,2.41,0.0,0.0,0.0,2.41
1786,2023,2022全年,'23/06/28,'23/07/26,93.3,'24/03/25,161.0,'23/08/18,,,,,1.94,0.05,1.98,0.0,0.0,0.0,1.98
1786,2022,2021全年,'22/06/29,'22/07/18,38.6,'22/07/20,3.0,'22/08/18,,,,,1.42,0.0,1.42,0.0,0.0,0.0,1.42
1786,2021,2020全年,'21/06/22,'21/10/04,49.2,'22/12/07,292.0,'21/10/29,'21/10/04,49.2,'22/12/07,292.0,0.96,0.0,0.96,0.85,0.0,0.85,1.81
1786,2020,2019全年,'20/06/22,'20/09/02,63.9,'20/09/08,5.0,'20/10/05,'20/09/02,63.9,'20/09/08,5.0,1.36,0.0,1.36,0.5,0.0,0.5,1.86
1786,2019,2018全年,'19/06/25,'19/08/12,68.1,'19/08/20,7.0,'19/08/30,,,,,0.85,0.75,1.6,0.0,0.0,0.0,1.6
1786,2018,2017全年,'18/05/29,'18/06/14,78.8,'18/06/14,1.0,'18/07/13,,,,,0.2,0.0,0.2,0.0,0.0,0.0,0.2
1786,2017,2016全年,'17/06/14,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,2016,2015全年,'16/06/16,'16/07/07,48.4,'16/07/07,1.0,'16/08/05,,,,,0.5,0.0,0.5,0.0,0.0,0.0,0.5
1786,2015,2014全年,'15/06/22,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,2014,2013全年,'14/06/18,'14/08/28,93.3,'14/09/01,3.0,'14/09/30,'14/08/28,93.3,'14/09/01,3.0,0.0,0.7,0.7,0.52,0.18,0.7,1.4
1786,2013,2012全年,'13/06/28,,,,,,'13/08/27,,'13/09/18,18.0,0.0,0.0,0.0,0.58,0.02,0.6,0.6
1786,2012,2011全年,'12/06/29,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,2011,2010全年,'11/06/09,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,2010,2009全年,'10/06/08,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,2009,2008全年,'09/06/10,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788,2024,2023全年,'24/05/29,'24/06/14,140,,,'24/07/15,,,,,7,0,7,0,0,0,7
1788,2023,2022全年,'23/06/14,'23/07/03,140,'24/06/13,232,'23/07/28,,,,,7,0,7,0,0,0,7
1788,2022,2021全年,'22/06/22,'22/07/19,152,'22/08/03,12,'22/08/16,,,,,7,0,7,0,0,0,7
1788,2021,2020全年,'21/06/18,'21/08/02,133,'21/11/11,71,'21/08/26,,,,,6.77,0,6.77,0,0,0,6.77
1788,2020,2019全年,'20/06/12,'20/07/13,111,'20/11/09,83,'20/08/07,,,,,6,0,6,0,0,0,6
1788,2019,2018全年,'19/06/21,'19/07/29,104,'20/05/19,195,'19/08/16,,,,,6,0,6,0,0,0,6
1788,2018,2017全年,'18/06/22,'18/07/09,99,'19/02/15,150,'18/08/08,,,,,6,0,6,0,0,0,6
1788,2017,2016全年,'17/06/06,'17/06/22,94,'18/03/19,183,'17/07/26,,,,,5,0,5,0,0,0,5
1788,2016,2015全年,'16/06/02,'16/06/30,93.5,'17/03/01,162,'16/08/03,,,,,5,0,5,0,0,0,5
1788,2015,2014全年,'15/06/02,'15/06/18,86.7,'15/09/16,63,'15/07/17,,,,,5,0,5,0,0,0,5
1788,2014,2013全年,'14/06/25,'14/07/11,102,'15/12/02,345,,,,,,5,0,5,0,0,0,5
1788,2013,2012全年,'13/06/28,'13/07/25,86,'13/08/02,7,,,,,,4,0,4,0,0,0,4
1788,2012,2011全年,'12/06/21,'12/07/09,74.7,'12/10/08,65,,,,,,3.5,0,3.5,0,0,0,3.5
1788,2011,2010全年,'11/06/17,'11/07/05,107,'14/03/21,673,,,,,,3.5,0,3.5,0,0,0,3.5
1788,2010,2009全年,'10/06/29,'10/07/29,91.3,'10/08/03,4,,,,,,3.2,0,3.2,0,0,0,3.2
1788,2009,2008全年,'09/06/09,'09/06/25,,'09/06/25,1,,,,,,3,0,3,0,0,0,3
1788,2008,2007全年,'08/06/27,'08/07/15,,'08/07/24,8,,,,,,3.8,0,3.8,0,0,0,3.8
1788,2007,2006全年,'07/06/20,'07/07/18,,'07/07/18,1,,,,,,3.5,0,3.5,0,0,0,3.5
1788,2006,2005全年,'06/06/20,'06/07/19,,'06/07/19,1,,,,,,3.5,0,3.5,0,0,0,3.5
1788,2005,2004全年,'05/06/28,'05/07/15,,'05/07/15,1,,,,,,3.2,0,3.2,0,0,0,3.2
1788,2004,2003全年,,,,,,,,,,,1.8,0,1.8,0,0,0,1.8
1789,2024,2023全年,'24/05/28,'24/07/04,28.6,'24/07/05,2,'24/07/29,,,,,0.3,0,0.3,0.0,0,0.0,0.3
1789,2023,2022全年,'23/05/29,'23/07/06,29.0,'23/07/06,1,'23/07/28,,,,,0.36,0,0.36,0.0,0,0.0,0.36
1789,2022,2021全年,'22/05/30,'22/07/07,25.1,'22/07/20,10,'22/08/02,,,,,0.48,0,0.48,0.0,0,0.0,0.48
1789,2021,2020全年,'21/06/29,'21/08/26,24.1,'21/08/26,1,'21/09/23,,,,,0.5,0,0.5,0.0,0,0.0,0.5
1789,2020,2019全年,'20/06/30,'20/07/23,33.2,'20/07/23,1,'20/08/19,,,,,0.27,0,0.27,0.0,0,0.0,0.27
1789,2019,2018全年,'19/06/27,'19/07/25,25.0,'19/11/19,79,'19/08/20,,,,,0.49,0,0.49,0.0,0,0.0,0.49
1789,2018,2017全年,'18/06/27,'18/07/26,31.2,'18/07/26,1,'18/08/21,,,,,0.48,0,0.48,0.0,0,0.0,0.48
1789,2017,2016全年,'17/06/27,'17/08/10,37.2,'20/06/18,699,'17/09/15,'17/08/10,37.2,'20/06/18,699.0,0.3,0,0.3,0.4,0,0.4,0.7
1789,2016,2015全年,'16/06/27,'16/08/10,42.1,'16/09/29,34,'16/09/14,'16/08/10,42.1,'16/09/29,34.0,0.3,0,0.3,0.4,0,0.4,0.7
1789,2015,2014全年,'15/06/23,'15/08/06,30.6,'15/08/07,2,'15/09/11,'15/08/06,30.6,'15/08/07,2.0,0.2,0,0.2,0.4,0,0.4,0.6
1789,2014,2013全年,'14/06/18,'14/08/07,63.8,'14/09/23,33,'14/09/17,'14/08/07,63.8,'14/09/23,33.0,1.2,0,1.2,0.4,0,0.4,1.6
1789,2013,2012全年,'13/06/21,'13/08/08,79.8,'13/08/08,1,,'13/08/08,79.8,'13/08/08,1.0,1.2,0,1.2,0.4,0,0.4,1.6
1789,2012,2011全年,'12/06/13,'12/08/09,57.3,'12/08/13,3,,'12/08/09,57.3,'12/08/13,3.0,1.0,0,1.0,0.3,0,0.3,1.3
1789,2011,2010全年,'11/06/30,'11/07/26,,'11/07/26,1,,,,,,0.1,0,0.1,0.0,0,0.0,0.1
1795,2024,2023全年,,'24/08/05,256,'24/08/09,5,'24/08/30,,,,,4.65,0,4.65,0,0,0,4.65
1795,2023,2022全年,,'23/07/05,294,'23/07/05,1,'23/08/01,,,,,0,3.46,3.46,0,0,0,3.46
1795,2022,2021全年,,'22/08/04,132,'22/08/04,1,'22/08/31,,,,,0,1.93,1.93,0,0,0,1.93
1795,2021,2020全年,,'21/07/07,106,'21/07/07,1,'21/08/03,,,,,0.35,0,0.35,0,0,0,0.35
1795,2020,2019全年,'20/06/30,,,,,,,,,,0,0,0,0,0,0,0
1795,2019,2018全年,'19/06/24,,,,,,,,,,0,0,0,0,0,0,0
1795,2018,2017全年,'18/06/26,,,,,,,,,,0,0,0,0,0,0,0
1795,2017,2016全年,'17/06/27,,,,,,,,,,0,0,0,0,0,0,0
1795,2016,2015全年,'16/06/27,,,,,,,,,,0,0,0,0,0,0,0
1795,2015,2014全年,,,,,,,,,,,0,0,0,0,0,0,0
1795,2014,2013全年,'14/06/24,,,,,,,,,,0,0,0,0,0,0,0
1795,2013,2012全年,'13/06/03,,,,,,,,,,0,0,0,0,0,0,0
1795,2012,2011全年,'12/06/05,,,,,,,,,,0,0,0,0,0,0,0
1795,2011,2010全年,'11/06/13,'11/09/27,25.8,'11/09/27,1,,,,,,0.3,0,0.3,0,0,0,0.3
1795,2010,2009全年,'10/06/17,'10/09/08,63.1,'10/10/04,18,,'10/09/08,63.1,'10/10/04,18,0.1,0,0.1,0.6,0,0.6,0.7
1795,2009,2008全年,'09/06/16,'09/08/12,,'09/08/12,1,,'09/08/12,,'09/08/12,1,0.2,0,0.2,0.5,0,0.5,0.7
1795,2008,2007全年,'08/06/27,'08/08/14,,'08/08/14,1,,'08/08/14,,'08/08/14,1,1,0,1,1,0,1,2
1795,2007,2006全年,'07/06/13,'07/08/02,,'07/08/08,5,,,,,,1,0,1,0,0,0,1
1795,2006,2005全年,'06/06/23,'06/08/03,,'06/08/03,1,,,,,,0.8,0,0.8,0,0,0,0.8
1795,2005,2004全年,'05/06/18,'05/09/12,,'05/09/12,1,,'05/09/12,,'05/09/12,1,0.8,0,0.8,0.4,0,0.4,1.2
1795,2004,2003全年,,,,,,,,,,,0.7,0,0.7,1.2,0.6,1.8,2.5
1796,2024,2023全年,,'24/07/10,62.0,,,'24/07/31,,,,,2.0,0,2.0,0,0,0,2.0
1796,2023,2022全年,,'23/06/29,106.0,'23/06/29,1.0,'23/07/27,,,,,1.5,0,1.5,0,0,0,1.5
1796,2022,2021全年,,'22/06/23,40.2,'22/06/28,4.0,'22/07/15,,,,,1.0,0,1.0,0,0,0,1.0
1796,2021,2020全年,,'21/07/22,33.8,'21/07/22,1.0,'21/08/12,,,,,0.08,0,0.08,0,0,0,0.08
1796,2020,2019全年,'20/06/16,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2019,2018全年,'19/06/18,'19/07/18,30.8,'19/07/18,1.0,'19/08/15,,,,,0.5,0,0.5,0,0,0,0.5
1796,2018,2017全年,'18/06/14,'18/07/03,50.5,'18/07/10,6.0,'18/07/26,,,,,1.0,0,1.0,0,0,0,1.0
1796,2017,2016全年,'17/06/16,'17/07/18,,'17/07/18,1.0,'17/08/11,,,,,2.1,0,2.1,0,0,0,2.1
1796,2015,2014全年,'15/06/16,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2014,2013全年,'14/06/11,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2013,2012全年,'13/06/17,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2012,2011全年,'12/06/14,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2011,2010全年,'11/05/31,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2010,2009全年,'10/06/21,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1796,2009,2008全年,'09/06/22,,,,,,,,,,0.0,0,0.0,0,0,0,0.0
1799,2024,2023全年,'24/06/27,,,,,,,,,,0,0,0,0,0,0,0
1799,2023,2022全年,'23/06/27,,,,,,,,,,0,0,0,0,0,0,0
1799,2022,2021全年,'22/06/27,,,,,,,,,,0,0,0,0,0,0,0
1799,2021,2020全年,'21/06/25,,,,,,,,,,0,0,0,0,0,0,0
1799,2020,2019全年,'20/06/30,,,,,,,,,,0,0,0,0,0,0,0
1799,2019,2018全年,'19/06/27,,,,,,,,,,0,0,0,0,0,0,0
1799,2018,2017全年,'18/06/29,,,,,,,,,,0,0,0,0,0,0,0
1799,2017,2016全年,'17/06/20,,,,,,,,,,0,0,0,0,0,0,0
1799,2016,2015全年,'16/06/23,,,,,,,,,,0,0,0,0,0,0,0
1799,2015,2014全年,'15/06/18,,,,,,,,,,0,0,0,0,0,0,0
1799,2014,2013全年,'14/06/25,,,,,,,,,,0,0,0,0,0,0,0
1799,2013,2012全年,'13/06/21,,,,,,,,,,0,0,0,0,0,0,0
1799,2012,2011全年,'12/06/06,,,,,,,,,,0,0,0,0,0,0,0
1799,2011,2010全年,'11/05/24,,,,,,,,,,0,0,0,0,0,0,0
1799,2010,2009全年,'10/06/09,'10/07/26,25.6,'14/02/21,880,,'10/07/26,25.6,'14/02/21,880,1,0,1,0,1,1,2
1799,2009,2008全年,'09/06/04,'09/07/13,25.7,'09/08/03,16,,'09/07/13,25.7,'09/08/03,16,0.8,0,0.8,0,1,1,1.8
1799,2008,2007全年,'08/05/23,'08/06/11,,'08/06/11,1,,,,,,1.96,0,1.96,0,0,0,1.96
1799,2007,2006全年,'07/06/05,'07/06/25,,'07/06/25,1,,,,,,1.75,0,1.75,0,0,0,1.75
1799,2006,2005全年,'06/05/30,,,,,,,,,,2.26,0,2.26,0,0,0,2.26
1799,2005,2004全年,'05/06/24,,,,,,,,,,0.43,0,0.43,0.43,0.58,1.01,1.43
1802,2024,2023全年,'24/06/07,,,,,,,,,,0,0,0,0,0,0,0
1802,2023,2022全年,'23/06/14,,,,,,,,,,0,0,0,0,0,0,0
1802,2022,2021全年,'22/06/09,'22/06/28,19.3,'22/11/01,89,'22/07/28,,,,,1.82,0,1.82,0,0,0,1.82
1802,2021,2020全年,'21/06/11,'21/07/19,45.5,'21/07/19,1,'21/08/19,,,,,0.5,0,0.5,0,0,0,0.5
1802,2020,2019全年,'20/06/05,,,,,,,,,,0,0,0,0,0,0,0
1802,2019,2018全年,'19/06/19,'19/07/08,12,'19/07/09,2,'19/08/08,,,,,0.3,0,0.3,0,0,0,0.3
1802,2018,2017全年,'18/06/13,'18/07/02,16.7,'18/08/02,24,'18/08/02,,,,,0.5,0,0.5,0,0,0,0.5
1802,2017,2016全年,'17/06/08,,,,,,,,,,0,0,0,0,0,0,0
1802,2016,2015全年,'16/06/17,,,,,,,,,,0,0,0,0,0,0,0
1802,2015,2014全年,'15/06/09,,,,,,,,,,0,0,0,0,0,0,0
1802,2014,2013全年,'14/06/09,'14/07/03,25.2,'14/07/03,1,,,,,,0.1,0,0.1,0,0,0,0.1
1802,2013,2012全年,'13/06/10,'13/06/27,26.2,'13/06/27,1,,,,,,0.1,0,0.1,0,0,0,0.1
1802,2012,2011全年,'12/06/05,'12/07/17,26.4,'12/07/31,11,,'12/07/17,26.4,'12/07/31,11,0.45,0,0.45,0.45,0,0.45,0.9
1802,2011,2010全年,'11/05/25,'11/07/05,45.7,,,,'11/07/05,45.7,,,0.6,0,0.6,1,0,1,1.6
1802,2010,2009全年,'10/05/26,'10/07/13,29.7,'10/07/23,9,,'10/07/13,29.7,'10/07/23,9,0.2,0,0.2,0.3,0,0.3,0.5
1802,2009,2008全年,'09/06/10,'09/08/10,20.6,'09/08/11,2,,'09/08/10,20.6,'09/08/11,2,0.2,0,0.2,0.3,0,0.3,0.5
1802,2008,2007全年,'08/06/11,'08/07/22,24,'08/07/23,2,,'08/07/22,24,'08/07/23,2,0.4,0,0.4,0.8,0,0.8,1.2
1802,2007,2006全年,'07/06/08,'07/07/26,29.7,'07/09/26,42,,'07/07/26,29.7,'07/09/26,42,0.24,0,0.24,0.96,0,0.96,1.2
1802,2006,2005全年,'06/06/09,'06/07/13,22.4,'06/10/11,62,,'06/07/13,22.4,'06/10/11,62,0.4,0,0.4,0.8,0,0.8,1.2
1802,2005,2004全年,'05/04/29,'05/06/14,28,'07/06/27,505,,'05/06/14,28,'07/06/27,505,0.5,0,0.5,1,0,1,1.5
1802,2004,2003全年,'04/05/13,'04/06/23,24.9,'04/07/28,26,,'04/06/23,24.9,'04/07/28,26,0.4,0,0.4,0.8,0,0.8,1.2
1802,2003,2002全年,'03/05/28,'03/07/14,21.5,'03/07/28,11,,'03/07/14,21.5,'03/07/28,11,0.3,0,0.3,0.7,0,0.7,1
1802,2002,2001全年,'02/05/31,'02/06/20,24.4,'02/06/21,2,,,,,,1,0,1,0,0,0,1
1802,2001,2000全年,'01/03/30,'01/05/22,22,'02/04/04,212,,'01/05/22,22,'02/04/04,212,0.8,0,0.8,0.81,0,0.81,1.61
1802,2000,1999全年,'00/04/28,'00/05/25,26.4,'00/05/29,3,,,,,,1.25,0,1.25,0,0,0,1.25
1802,1999,1998全年,,,,,,,,,,,1.35,0,1.35,0,0,0,1.35
1802,1998,1997全年,,,,,,,,,,,0.76,0,0.76,1.09,0,1.09,1.85
1802,1997,1996全年,'97/03/28,,,,,,'97/04/29,53,,,0,0,0,1.9,0,1.9,1.9
1802,1996,1995全年,'96/03/28,'96/05/07,51,'96/06/13,33,,'96/05/07,51,'96/06/13,33,0.35,0,0.35,1.5,0,1.5,1.85
1802,1995,1994全年,'95/03/31,'95/05/25,50.6,'96/03/09,228,,'95/05/25,50.6,'96/03/09,228,0.35,0,0.35,1.5,0,1.5,1.85
1802,1994,1993全年,'94/04/01,'94/04/25,43.2,'94/04/25,1,,'94/09/14,54.5,'94/12/08,66,0.35,0,0.35,1,0,1,1.35
1802,1993,1992全年,'93/03/26,'93/04/20,36.7,'93/04/21,2,,'93/06/29,36.8,'93/10/23,97,0.35,0,0.35,1,0,1,1.35
1802,1992,1991全年,'92/03/25,'92/04/14,39.3,'92/04/14,1,,'92/07/14,33.7,'93/02/22,168,0.46,0,0.46,0,1.04,1.04,1.5
1802,1991,1990全年,'91/03/12,,,,,,'91/06/05,54.7,'94/12/29,1024,0,0,0,1.8,0,1.8,1.8
1802,1990,1989全年,,,,,,,,,,,0,0,0,2,0,2,2
1802,1989,1988全年,,,,,,,,,,,0,0,0,1.8,0,1.8,1.8
1802,1988,1987全年,,,,,,,,,,,0,0,0,1.8,0,1.8,1.8
1802,1987,1986全年,,,,,,,,,,,0,0,0,1.6,0,1.6,1.6
1802,1986,1985全年,,,,,,,,,,,0,0,0,1.4,0,1.4,1.4
1802,1985,1984全年,,,,,,,,,,,0.6,0,0.6,1.2,0.4,1.6,2.2
1802,1984,1983全年,,,,,,,,,,,0.72,0,0.72,0.72,0.76,1.48,2.2
1805,2024,2023全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2023,2022全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2022,2021全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2021,2020全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2020,2019全年,'20/06/18,,,,,,,,,,0,0,0,0,0,0,0
1805,2019,2018全年,'19/06/28,,,,,,,,,,0,0,0,0,0,0,0
1805,2018,2017全年,'18/06/27,,,,,,,,,,0,0,0,0,0,0,0
1805,2017,2016全年,'17/06/27,,,,,,,,,,0,0,0,0,0,0,0
1805,2016,2015全年,'16/06/21,'16/07/26,5.9,'17/02/10,133,'16/08/18,,,,,0,0.5,0.5,0,0,0,0.5
1805,2015,2014全年,'15/06/16,,,,,,,,,,0,0,0,0,0,0,0
1805,2014,2013全年,'14/06/24,,,,,,,,,,0,0,0,0,0,0,0
1805,2013,2012全年,'13/06/26,,,,,,,,,,0,0,0,0,0,0,0
1805,2012,2011全年,'12/06/28,,,,,,,,,,0,0,0,0,0,0,0
1805,2011,2010全年,'11/06/17,,,,,,,,,,0,0,0,0,0,0,0
1805,2010,2009全年,'10/05/27,,,,,,,,,,0,0,0,0,0,0,0
1805,2009,2008全年,'09/06/26,,,,,,,,,,0,0,0,0,0,0,0
1805,2008,2007全年,'08/06/25,,,,,,,,,,0,0,0,0,0,0,0
1805,2007,2006全年,'07/06/28,,,,,,,,,,0,0,0,0,0,0,0
1805,2006,2005全年,'06/06/30,,,,,,,,,,0,0,0,0,0,0,0
1805,2005,2004全年,'05/06/30,,,,,,,,,,0,0,0,0,0,0,0
1805,2004,2003全年,'04/06/30,,,,,,,,,,0,0,0,0,0,0,0
1805,2003,2002全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2002,2001全年,'02/06/28,,,,,,,,,,0,0,0,0,0,0,0
1805,2001,2000全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,1999,1998全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,1998,1997全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,1997,1996全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,1996,1995全年,,,,,,,,,,,0,0,0,0,0,0,0
1805,1995,1994全年,'95/04/17,,,,,,'95/06/24,31,,,0,0,0,4.4,1.6,6,6
1805,1994,1993全年,'94/10/18,,,,,,'95/01/11,72.5,,,0,0,0,2.2,1,3.2,3.2
1805,1993,1992全年,'93/06/14,,,,,,,,,,0,0,0,0,1,1,1
1805,1992,1991全年,'92/06/09,,,,,,'92/12/04,33.9,'92/12/12,8,0,0,0,0,1,1,1
1805,1991,1990全年,'91/04/17,'91/05/05,,'91/05/06,,,'91/08/27,42.6,'91/09/10,13,1,0,1,0,1,1,2
1805,1990,1989全年,,,,,,,,,,,0,0,0,1.5,2,3.5,3.5
1805,1989,1988全年,,,,,,,,,,,0,0,0,5.75,1.75,7.5,7.5
1805,1988,1987全年,,,,,,,,,,,0.5,0,0.5,2,1,3,3.5
1805,1987,1986全年,,,,,,,,,,,1,0,1,0,0,0,1
1806,2024,2023全年,'24/06/19,,,,,,,,,,0,0,0,0,0,0,0
1806,2023,2022全年,'23/06/19,,,,,,,,,,0,0,0,0,0,0,0
1806,2022,2021全年,'22/06/22,'22/07/18,9.95,'23/06/08,210,'22/08/16,,,,,1,0,1,0,0,0,1
1806,2021,2020全年,'21/06/28,,,,,,,,,,0,0,0,0,0,0,0
1806,2020,2019全年,'20/06/16,,,,,,,,,,0,0,0,0,0,0,0
1806,2019,2018全年,'19/06/14,,,,,,,,,,0,0,0,0,0,0,0
1806,2018,2017全年,'18/06/26,,,,,,,,,,0,0,0,0,0,0,0
1806,2017,2016全年,'17/06/15,,,,,,,,,,0,0,0,0,0,0,0
1806,2016,2015全年,'16/06/28,,,,,,,,,,0,0,0,0,0,0,0
1806,2015,2014全年,'15/06/16,,,,,,,,,,0,0,0,0,0,0,0
1806,2014,2013全年,'14/06/18,'14/07/24,10.2,'14/07/24,1,'14/08/21,,,,,0.1,0,0.1,0,0,0,0.1
1806,2013,2012全年,'13/06/18,,,,,,,,,,0,0,0,0,0,0,0
1806,2012,2011全年,'12/06/06,'12/07/30,10.4,'12/08/07,6,,,,,,0.5,0,0.5,0,0,0,0.5
1806,2011,2010全年,'11/06/28,'11/08/19,18.1,,,,,,,,1.18,0,1.18,0,0,0,1.18
1806,2010,2009全年,'10/06/10,'10/08/18,26.3,'10/08/19,2,,'10/08/18,26.3,'10/08/19,2,0.5,0,0.5,0.5,0,0.5,0.99
1806,2009,2008全年,'09/06/16,'09/09/29,11.2,'09/09/29,1,,'09/09/29,11.2,'09/09/29,1,0.05,0,0.05,0.1,0,0.1,0.15
1806,2008,2007全年,'08/06/25,'08/10/14,7.05,'08/10/15,2,,'08/10/14,7.05,'08/10/15,2,0.3,0,0.3,0.5,0,0.5,0.8
1806,2007,2006全年,'07/06/15,'07/09/19,15.6,'07/09/21,3,,'07/09/19,15.6,'07/09/21,3,0.11,0,0.11,0.49,0,0.49,0.6
1806,2006,2005全年,'06/06/23,,,,,,,,,,0,0,0,0,0,0,0
1806,2005,2004全年,'05/06/16,,,,,,,,,,0,0,0,0,0,0,0
1806,2004,2003全年,'04/06/18,,,,,,,,,,0,0,0,0,0,0,0
1806,2003,2002全年,'03/06/06,,,,,,,,,,0,0,0,0,0,0,0
1806,2002,2001全年,'02/06/14,,,,,,,,,,0,0,0,0,0,0,0
1806,2001,2000全年,'01/06/15,,,,,,,,,,0,0,0,0,0,0,0
1806,2000,1999全年,'00/05/26,,,,,,,,,,0.5,0,0.5,0.5,0,0.5,1
1806,1999,1998全年,'99/05/28,'99/09/10,,'99/09/10,1,,'99/09/10,,'99/09/10,1,0.2,0,0.2,0.18,0,0.18,0.38
1806,1998,1997全年,'98/05/15,,,,,,'98/08/01,,'98/08/01,1,0,0,0,2,0,2,2
1806,1997,1996全年,'97/05/24,,,,,,'97/08/09,,'97/08/09,1,0,0,0,0.5,0,0.5,0.5
1806,1996,1995全年,'96/05/23,,,,,,'96/08/12,,'96/08/12,1,0,0,0,2.5,0,2.5,2.5
1806,1995,1994全年,'95/04/06,,,,,,'95/06/08,,'95/06/08,1,0,0,0,4,0.75,4.75,4.75
1806,1994,1993全年,'94/03/23,,,,,,'94/05/17,103,'94/05/17,1,0,0,0,4.1,0.9,5,5
1806,1993,1992全年,'93/04/22,,,,,,'93/07/01,,'93/07/02,,0,0,0,3,0,3,3
1806,1992,1991全年,'92/03/25,,,,,,'92/07/14,,,,0,0,0,3.1,0,3.1,3.1
1806,1991,1990全年,'91/04/02,,,,,,'91/06/08,,,,0,0,0,8.2,0,8.2,8.2
1806,1990,1989全年,,,,,,,,,,,0,0,0,3.1,0.7,3.8,3.8
1806,1989,1988全年,,,,,,,,,,,1,0,1,0,0,0,1
1808,2024,2023全年,'24/06/13,'24/09/26,53,,,'24/10/31,'24/09/26,53,,,3,0,3,12,0,12,15
1808,2023,2022全年,,'23/09/26,92.1,'23/09/26,1,'23/10/31,,,,,0.6,0,0.6,0,0,0,0.6
1808,2022,2021全年,'22/06/09,'22/09/26,60.9,'22/12/27,66,'22/10/31,'22/09/26,60.9,'22/12/27,66,2,0,2,1.5,0,1.5,3.5
1808,2021,2020全年,'21/06/10,'21/09/24,56.2,'21/09/27,2,'21/10/29,'21/09/24,56.2,'21/09/27,2,0.2,0,0.2,0.2,0.4,0.6,0.8
1808,2020,2019全年,'20/06/09,'20/09/24,60,'22/05/31,408,'20/10/30,'20/09/24,60,'22/05/31,408,1,1,2,1,1,2,4
1808,2019,2018全年,'19/06/10,'19/11/04,60.4,'20/08/04,183,'19/11/29,,,,,6.4,1.6,8,0,0,0,8
1808,2018,2017全年,'18/06/11,'18/07/18,54.5,'18/07/30,9,'18/08/15,,,,,2.14,1.4,3.54,0,0,0,3.54
1808,2017,2016全年,'17/06/15,'17/09/11,42.2,'18/01/23,94,'17/10/06,,,,,3.84,1.23,5.07,0,0,0,5.07
1808,2016,2015全年,'16/06/13,'16/08/22,33.3,'17/02/17,119,'16/09/14,,,,,3.61,1.4,5.01,0,0,0,5.01
1808,2015,2014全年,'15/06/11,'15/09/07,23.3,'15/09/25,15,'15/10/02,,,,,3.51,0.5,4.01,0,0,0,4.01
1808,2014,2013全年,'14/06/27,'14/09/17,27.8,'14/09/17,1,'14/10/03,,,,,0.31,0,0.31,0,0,0,0.31
1808,2013,2012全年,'13/06/11,'13/07/11,30.9,'15/04/07,427,,,,,,3,0,3,0,0,0,3
1808,2012,2011全年,'12/06/05,'12/07/26,36.4,'17/03/16,1139,,,,,,4.73,0,4.73,0,0,0,4.73
1808,2011,2010全年,'11/06/03,'11/09/09,29.2,'11/09/15,4,,,,,,1.5,0,1.5,0,0,0,1.5
1808,2010,2009全年,'10/06/18,'10/11/25,28,'11/10/25,226,,'10/11/25,28,'11/10/25,226,0.22,0,0.22,2,0,2,2.22
1808,2009,2008全年,'09/06/10,'09/07/31,19.2,'10/01/08,114,,'09/07/31,19.2,'10/01/08,114,0.2,0,0.2,1.6,0,1.6,1.8
1808,2008,2007全年,'08/06/13,'08/07/29,23.2,'10/08/16,514,,'08/07/29,23.2,'10/08/16,514,1,0,1,2,0,2,3
